Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,tag
Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Championship Surfer,PS,2000,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,57.0,5.0,,,Krome Studios,E,Video Games
Zumba Fitness Core,Wii,2012,Misc,505 Games,0.0,0.06,0.0,0.01,0.06,,,,,Zoe Mode,E10+,Video Games
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.0,0.06,,,6.8,21.0,TT Games,E10+,Video Games
Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06,,,,,Mystic Software,E,Video Games
Monster Garage,XB,2004,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06,38.0,5.0,,,Activision Value,T,Video Games
ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0.0,0.01,0.0,0.06,,,,,,,Video Games
A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0.0,0.0,0.06,0.0,0.06,65.0,4.0,,,Artdink,E10+,Video Games
Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06,55.0,26.0,,,Tecmo,E,Video Games
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,,,,,,,Video Games
Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.03,0.02,0.0,0.01,0.06,27.0,4.0,,,Creat Studios,E10+,Video Games
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,59.0,9.0,8.0,5.0,Sonic Powered,E,Video Games
Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,,,,,Engine Software,E,Video Games
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06,54.0,6.0,,,Whitebear,E10+,Video Games
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,7.0,6.8,33.0,TT Games,E10+,Video Games
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0.0,0.0,0.01,0.06,76.0,10.0,7.9,100.0,WayForward,E,Video Games
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,79.0,15.0,6.9,8.0,Digital Mayhem,T,Video Games
Steins;Gate,X360,2009,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,,,,,,,Video Games
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48.0,10.0,4.8,14.0,Nordic Games Publishing,E,Video Games
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76.0,11.0,8.8,33.0,Spike Chunsoft,T,Video Games
Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06,,,,,,,Video Games
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0.0,0.01,0.06,,,8.0,7.0,Arc System Works,T,Video Games
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,80.0,15.0,7.8,61.0,Traveller's Tales,E10+,Video Games
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,47.0,10.0,5.4,24.0,Hydravision,M,Video Games
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,61.0,11.0,8.0,6.0,Mass Media,E,Video Games
Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.04,0.01,0.0,0.01,0.06,,,,,,,Video Games
Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,,,,,,,Video Games
Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Backyard NFL Football '10,PS2,2009,Sports,Atari,0.03,0.02,0.0,0.01,0.06,,,,,,,Video Games
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0.0,0.0,0.06,,,,,Activision,E,Video Games
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,64.0,40.0,7.9,51.0,Sandlot,M,Video Games
Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0.0,0.0,0.0,0.06,,,,,Firehazard Studio,E,Video Games
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.06,,,,,Zoo Games,E,Video Games
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
KimiKiss,PS2,2006,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,71.0,41.0,7.6,20.0,Darkworks,M,Video Games
Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,Ubisoft,E,Video Games
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06,65.0,6.0,,,Oxygen Interactive,E,Video Games
Shining Force Feather,DS,2009,Strategy,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.06,60.0,38.0,6.7,116.0,Spiders,M,Video Games
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0.0,0.0,0.0,0.06,,,,,Starfish SD,E,Video Games
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,Neko Entertainment,E,Video Games
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,1st Playable Productions,E,Video Games
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Theme Park,DS,2007,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,72.0,15.0,7.6,14.0,EA Japan Studio,E,Video Games
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,77.0,51.0,8.1,37.0,Headfirst Productions,M,Video Games
The Great Escape,XB,2003,Action,SCi,0.05,0.01,0.0,0.0,0.06,55.0,24.0,,,Pivotal Games,T,Video Games
Blur,PC,2010,Racing,Activision,0.01,0.04,0.0,0.01,0.06,81.0,24.0,7.4,177.0,Bizarre Creations,E10+,Video Games
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,75.0,30.0,7.9,35.0,Pendulo Studios,E10+,Video Games
Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,,,,,,,Video Games
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
PenPen TriIceLon,DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06,55.0,7.0,,,DC Studios,E,Video Games
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0.0,0.05,0.0,0.01,0.06,,,,,,,Video Games
DropCast,DS,2008,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06,66.0,4.0,,,Mikoishi,E,Video Games
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0.0,0.0,0.0,0.06,48.0,24.0,7.1,23.0,Totally Games,T,Video Games
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,71.0,22.0,7.3,6.0,Acclaim,T,Video Games
Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,Conspiracy Entertainment,E10+,Video Games
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.02,0.03,0.0,0.0,0.06,,,,,,,Video Games
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,17.0,,,Ubisoft Montreal,T,Video Games
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0.0,0.0,0.06,65.0,12.0,7.6,8.0,"10tacle Studios, Fusionsphere Systems",T,Video Games
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06,,,7.4,5.0,Sony Online Entertainment,T,Video Games
Unreal Tournament III,PC,2007,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,83.0,41.0,8.0,523.0,Epic Games,M,Video Games
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,36.0,7.0,4.7,6.0,KCEO,E,Video Games
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,Media Vision,,Video Games
Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,8.2,11.0,Konami,E,Video Games
Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06,65.0,4.0,,,Longtail Studios,T,Video Games
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,66.0,38.0,8.6,5.0,Paradigm Entertainment,T,Video Games
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,61.0,29.0,7.0,5.0,Taito Corporation,E,Video Games
Call of Duty 2,PC,2005,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,86.0,64.0,8.4,626.0,Infinity Ward,T,Video Games
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,78.0,39.0,8.2,26.0,Arkedo Studio,E,Video Games
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06,,,,,CokeM Interactive,E,Video Games
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Project Setsuna,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,72.0,34.0,6.7,11.0,Croteam,M,Video Games
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,66.0,12.0,6.9,20.0,Insomniac Games,E,Video Games
JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.01,0.06,,,5.7,10.0,Prope,E10+,Video Games
The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
MotoGP 10/11,X360,2011,Racing,Capcom,0.0,0.05,0.0,0.01,0.06,72.0,31.0,,,Monumental Games,E,Video Games
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,51.0,5.0,,,FUN Labs,T,Video Games
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0.0,0.01,0.06,66.0,10.0,5.3,54.0,Capcom Vancouver,M,Video Games
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,64.0,28.0,8.1,12.0,SCEI,E,Video Games
ICO,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,,,7.4,27.0,Bluepoint Games,T,Video Games
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0.0,0.0,0.0,0.06,,,,,Farmind Ltd,T,Video Games
NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06,,,,,,,Video Games
Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06,,,,,Little Orbit,E,Video Games
Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
The Witcher,PC,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,81.0,50.0,8.8,1116.0,CD Projekt Red Studio,M,Video Games
Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06,66.0,27.0,,,Cing,,Video Games
Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0.0,0.0,0.06,,,,,,,Video Games
Marvel Super Heroes,SAT,1997,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,65.0,12.0,,,Team 17,E,Video Games
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,8.0,14.0,Gust,T,Video Games
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06,56.0,20.0,6.6,28.0,Creat Studios,T,Video Games
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06,,,7.2,6.0,Sensory Sweep,E,Video Games
Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,80.0,44.0,8.7,602.0,GSC Game World,M,Video Games
IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,36.0,5.0,,,Bethesda Softworks,E,Video Games
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,David A. Palmer Productions,E,Video Games
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06,70.0,5.0,,,Artificial Mind and Movement,E,Video Games
Rock Blast,DS,2008,Puzzle,UFO Interactive,0.06,0.0,0.0,0.0,0.06,,,,,UFO Interactive,E,Video Games
I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0.0,0.0,0.0,0.06,,,,,City Interactive,E,Video Games
A New Beginning,PC,2010,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06,,,,,,,Video Games
World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,Midas Interactive Entertainment,E,Video Games
Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,1st Playable Productions,E,Video Games
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,54.0,7.0,6.8,9.0,EA Bright Light,E,Video Games
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,70.0,7.0,,,Konami,E,Video Games
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06,,,,,,,Video Games
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,4.0,4.0,FUN Labs,T,Video Games
Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,0.0,0.0,0.0,0.06,61.0,5.0,,,Black Lantern Studios,E,Video Games
Worldwide Soccer,SAT,1994,Sports,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.05,0.0,0.0,0.01,0.06,,,3.1,12.0,Robomodo,T,Video Games
Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,33.0,4.0,,,Nikitova Games,E10+,Video Games
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,58.0,26.0,8.5,11.0,Pyro Studios,T,Video Games
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,57.0,16.0,8.6,11.0,Capcom,T,Video Games
Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.0,0.0,0.0,0.06,,,,,Destination Software,E,Video Games
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,,,,,Torus Games,E,Video Games
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06,67.0,14.0,5.9,10.0,Arc System Works,T,Video Games
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0.0,0.0,0.0,0.06,52.0,6.0,7.4,12.0,Platinum Egg,T,Video Games
Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,0.06,0.0,0.0,0.0,0.06,,,,,,,Video Games
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,,,,,Visual Impact,E,Video Games
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,43.0,54.0,6.5,283.0,Valhalla Game Studios,M,Video Games
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,,,,,,,Video Games
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,15.0,7.0,10.0,Quicksilver Software,E,Video Games
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0.0,0.0,0.06,44.0,15.0,2.5,4.0,Art,E,Video Games
Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,59.0,4.0,,,BottleRocket Entertainment,E10+,Video Games
Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.06,,,,,,,Video Games
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.06,,,,,,,Video Games
Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06,,,,,,,Video Games
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,0.04,0.02,0.0,0.0,0.06,,,,,,,Video Games
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06,80.0,17.0,7.8,10.0,Revolution Software,T,Video Games
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0.0,0.0,0.06,62.0,16.0,8.5,32.0,Nex Entertainment,M,Video Games
Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,0.05,0.0,0.0,0.01,0.06,,,,,,,Video Games
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0.0,0.0,0.06,80.0,15.0,,,Treyarch,E,Video Games
I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,Video Games
Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06,,,8.0,8.0,Blue Fang Games,E,Video Games
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,60.0,36.0,7.9,14.0,Paon Corporation,M,Video Games
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.06,44.0,14.0,,,Cat Daddy Games,T,Video Games
